OrderID,OrderDate,CustomerName,Age,City,Product,Category,Quantity,UnitPrice,Discount,TotalSales,PaymentMode,OrderStatus,Order_Date,Total_Sales
30,2025-07-20,Kabir,39.0,Chennai,Phone,Electronics,6,57532.0,0,345192.0,Card,Cancelled,2025-07-20,345192.0
31,2025-10-24,Aarav,20.0,Chennai,Keyboard,Accessories,7,21770.0,5,144770.5,UPI,Delivered,2025-10-24,144770.5
32,2025-11-07,Ayesha,28.0,Delhi,Keyboard,Accessories,2,26544.0,15,45124.8,Card,Processing,2025-11-07,45124.8
33,2025-01-31,Riya,46.0,Pune,Printer,Office,8,47853.0,15,325400.4,Card,Delivered,2025-01-31,325400.4
34,2025-07-01,Rehan,39.0,Chennai,Printer,Office,7,13236.0,0,92652.0,Cash,Cancelled,2025-07-01,92652.0
35,2025-03-20,Aarav,29.0,Pune,Phone,Electronics,7,52509.0,10,330806.7,Card,Processing,2025-03-20,330806.7
36,2025-01-26,Aarav,28.0,Bhopal,Phone,Electronics,1,38510.0,5,36584.5,UPI,Cancelled,2025-01-26,36584.5
37,2025-10-17,Ayesha,29.0,Bhopal,Laptop,Electronics,7,39694.0,15,236179.3,UPI,Processing,2025-10-17,236179.3
38,2025-04-10,Zoya,28.0,Mumbai,Printer,Office,8,51442.0,10,370382.4,UPI,Delivered,2025-04-10,370382.4
40,2025-08-05,Najrin,36.0,Chennai,Laptop,Electronics,6,55134.0,15,281183.4,Card,Delivered,2025-08-05,281183.4
41,2025-09-30, Najrin ,18.0,Pune,Phone,Electronics,7,45943.0,5,305520.95,UPI,Cancelled,2025-09-30,305520.95
42,2025-11-23,Zoya,24.0,Chennai,Printer,Office,4,19329.0,10,69584.40000000001,UPI,Delivered,2025-11-23,69584.40000000001
43,2025-11-15,Aarav,22.0,Jaipur,Laptop,Electronics,1,43304.0,15,36808.4,Cash,Delivered,2025-11-15,36808.4
44,2025-01-25,Ayesha,38.0,Pune,Printer,Office,3,1735.0,5,4944.75,UPI,Processing,2025-01-25,4944.75
45,2025-04-14,Kabir,33.0,Jaipur,printer,Office,1,8714.0,0,8714.0,UPI,Delivered,2025-04-14,8714.0
46,2025-01-29,Riya,25.0,Pune,Printer,Office,2,1458.0,15,2478.6,Card,Cancelled,2025-01-29,2478.6
48,2025-08-22,Ayesha,29.0,Delhi,Printer,Office,8,32535.0,10,234252.0,Card,Delivered,2025-08-22,234252.0
49,2025-03-13,Najrin,34.0,Mumbai,Laptop,Electronics,8,1371.0,5,10419.6,Cash,Delivered,2025-03-13,10419.6
50,2025-09-26,Najrin,27.0,Delhi,Laptop,Electronics,5,46728.0,10,210276.0,UPI,Cancelled,2025-09-26,210276.0
51,2025-05-13,Rehan,50.0,Mumbai,Laptop,Electronics,1,40399.0,0,40399.0,Card,Delivered,2025-05-13,40399.0
52,2025-10-02, Aarav ,31.0,Mumbai,Keyboard,Accessories,7,10390.0,0,72730.0,Cash,Cancelled,2025-10-02,72730.0
53,2025-12-09,Diya,48.0,Bhopal,Printer,Office,8,12004.0,5,91230.4,UPI,Processing,2025-12-09,91230.4
54,2025-11-08,Riya,46.0,Pune,Phone,Electronics,6,33704.0,15,171890.4,UPI,Delivered,2025-11-08,171890.4
55,2025-09-08,Rehan,28.0,Jaipur,Keyboard,Accessories,4,32916.0,10,118497.6,Card,Cancelled,2025-09-08,118497.6
56,2025-10-12,Rehan,27.0,Pune,Keyboard,Accessories,6,9013.0,0,54078.0,Cash,Delivered,2025-10-12,54078.0
57,2025-12-11,Ayesha,51.0,Chennai,Laptop,Electronics,7,40471.0,0,283297.0,Card,Cancelled,2025-12-11,283297.0
58,2025-01-19,Riya,20.0,Delhi,Keyboard,Accessories,7,15013.0,15,89327.34999999999,Card,Cancelled,2025-01-19,89327.34999999999
59,2025-02-16,Diya,22.0,Bhopal,Printer,Office,7,20903.0,5,139004.95,Card,Delivered,2025-02-16,139004.95
60,2025-11-19,Rehan,52.0,Pune,phone,Electronics,4,47644.0,5,181047.2,Cash,Delivered,2025-11-19,181047.2
62,2025-10-03,Riya,22.0,Pune,Printer,Office,8,6315.0,5,47994.0,UPI,Processing,2025-10-03,47994.0
63,2025-04-02,Riya,41.0,Jaipur,Phone,Electronics,4,22386.0,10,80589.6,Card,Processing,2025-04-02,80589.6
64,2025-03-21,Aarav,49.0,Jaipur,Keyboard,Accessories,6,821.0,10,4433.400000000001,Card,Processing,2025-03-21,4433.400000000001
65,2025-09-14,Aarav,44.0,Pune,Keyboard,Accessories,8,11668.0,0,93344.0,Cash,Processing,2025-09-14,93344.0
66,2025-02-17,Diya,47.0,Mumbai,laptop,Electronics,7,35318.0,0,247226.0,UPI,Cancelled,2025-02-17,247226.0
69,2025-04-27,Zoya,49.0,Chennai,Printer,Office,five,20287.0,15,120707.65,Card,Delivered,2025-04-27,120707.65
72,2025-04-11,Aarav,28.0,Jaipur,Keyboard,Accessories,1,33538.0,5,31861.1,UPI,Delivered,2025-04-11,31861.1
73,2025-03-14,Zoya,47.0,Bhopal,Laptop,Electronics,7,41868.0,10,263768.4,Cash,Delivered,2025-03-14,263768.4
74,2025-03-21,Najrin,20.0,Mumbai,Phone,Electronics,2,34266.0,15,58252.2,Cash,Processing,2025-03-21,58252.2
77,2025-05-28,Kabir,18.0,Pune,Printer,Office,1,50502.0,5,47976.89999999999,UPI,Processing,2025-05-28,47976.89999999999
79,2025-10-09,Najrin,49.0,Delhi,Laptop,Electronics,4,57180.0,5,217284.0,UPI,Processing,2025-10-09,217284.0
80,2025-07-27,Kabir,45.0,Pune,Phone,Electronics,7,27619.0,5,183666.35,UPI,Cancelled,2025-07-27,183666.35
81,2025-12-26,Ayesha,48.0,Pune,Phone,Electronics,five,53069.0,0,212276.0,Card,Cancelled,2025-12-26,212276.0
84,2025-09-18,Diya,44.0,Chennai,Laptop,Electronics,4,4366.0,0,17464.0,Card,Delivered,2025-09-18,17464.0
85,2025-05-19,Kabir,35.0,Pune,Keyboard,Accessories,5,35560.0,10,160020.0,UPI,Processing,2025-05-19,160020.0
86,2025-10-18,Riya,22.0,Delhi,Printer,Office,2,26933.0,0,53866.0,UPI,Cancelled,2025-10-18,53866.0
87,2025-03-11,Rehan,33.0,Jaipur,Printer,Office,2,11755.0,0,23510.0,Cash,Cancelled,2025-03-11,23510.0
88,2025-12-03,Najrin,27.0,Pune,Laptop,Electronics,8,46578.0,0,372624.0,Card,Delivered,2025-12-03,372624.0
89,2025-01-18,Zoya,51.0,Jaipur,Keyboard,Accessories,6,19643.0,5,111965.1,Cash,Cancelled,2025-01-18,111965.1
90,2025-06-20,Ayesha,22.0,Bhopal,Keyboard,Accessories,6,46568.0,0,279408.0,Cash,Cancelled,2025-06-20,279408.0
91,2025-07-12,Ayesha,47.0,Jaipur,Printer,Office,3,18490.0,0,55470.0,UPI,Cancelled,2025-07-12,55470.0
92,2025-11-13,Riya,18.0,Jaipur,Keyboard,Accessories,7,58296.0,10,367264.8,UPI,Processing,2025-11-13,367264.8
94,2025-07-06,Najrin,34.0,Delhi,Phone,Electronics,6,56049.0,0,336294.0,Card,Delivered,2025-07-06,336294.0
96,2025-08-09,Ayesha,47.0,Chennai,Laptop,Electronics,6,22422.0,15,114352.2,Cash,Processing,2025-08-09,114352.2
97,2025-10-02,Zoya,18.0,Bhopal,Keyboard,Accessories,8,12463.0,5,94718.8,Cash,Processing,2025-10-02,94718.8
98,2025-06-14,Najrin,24.0,Bhopal,Laptop,Electronics,2,7498.0,10,13496.4,Cash,Delivered,2025-06-14,13496.4
99,2025-04-01,Riya,18.0,Chennai,Keyboard,Accessories,3,22953.0,5,65416.05,Card,Cancelled,2025-04-01,65416.05
100,2025-12-22,Diya,28.0,Bhopal,Laptop,Electronics,6,59944.0,15,305714.4,UPI,Processing,2025-12-22,305714.4
101,2025-01-29,Zoya,54.0,Mumbai,Laptop,Electronics,5,33846.0,5,160768.5,Card,Cancelled,2025-01-29,160768.5
102,2025-02-23,Riya,49.0,Pune,keyboard,Accessories,5,3624.0,15,15402.0,UPI,Delivered,2025-02-23,15402.0
103,2025-07-12,Aarav,48.0,Jaipur,Printer,Office,1,2497.0,5,2372.15,Card,Processing,2025-07-12,2372.15
104,2025-07-27,Kabir,55.0,Chennai,Printer,Office,7,16056.0,10,101152.8,Card,Delivered,2025-07-27,101152.8
105,2025-07-04,Aarav,54.0,Delhi,Phone,Electronics,five,9136.0,5,8679.199999999999,Cash,Delivered,2025-07-04,8679.199999999999
106,2025-02-08,Zoya,44.0,Pune,Laptop,Electronics,8,24727.0,0,197816.0,Card,Delivered,2025-02-08,197816.0
108,2025-03-06,Zoya,22.0,Bhopal,Phone,Electronics,8,51282.0,15,348717.6,Cash,Delivered,2025-03-06,348717.6
109,2025-09-02,Najrin,20.0,Bhopal,Laptop,Electronics,2,23615.0,15,40145.5,UPI,Delivered,2025-09-02,40145.5
110,2025-12-15,Riya,26.0,Delhi,Phone,Electronics,7,58588.0,0,410116.0,UPI,Processing,2025-12-15,410116.0
111,2025-01-24,Rehan,41.0,Bhopal,Keyboard,Accessories,7,17145.0,15,102012.75,UPI,Cancelled,2025-01-24,102012.75
112,2025-10-05,Aarav,47.0,Mumbai,Laptop,Electronics,7,55093.0,10,347085.9,Cash,Cancelled,2025-10-05,347085.9
113,2025-10-07,Aarav,21.0,Bhopal,Printer,Office,5,21597.0,5,102585.75,UPI,Processing,2025-10-07,102585.75
114,2025-09-11,Diya,41.0,Mumbai,Keyboard,Accessories,1,42264.0,10,38037.6,Card,Delivered,2025-09-11,38037.6
115,2025-09-21,Najrin,25.0,Pune,Keyboard,Accessories,1,9185.0,0,9185.0,Cash,Delivered,2025-09-21,9185.0
116,2025-07-01,Aarav,56.0,Bhopal,Printer,Office,7,41444.0,15,246591.8,Cash,Cancelled,2025-07-01,246591.8
117,2025-01-04,Riya,36.0,Mumbai,Keyboard,Accessories,6,41595.0,10,224613.0,Cash,Cancelled,2025-01-04,224613.0
118,2025-02-19,Zoya,27.0,Mumbai,Printer,Office,6,44632.0,10,241012.8,UPI,Cancelled,2025-02-19,241012.8
119,2025-12-17,Rehan,19.0,Delhi,Phone,Electronics,7,50907.0,5,338531.55,UPI,Delivered,2025-12-17,338531.55
120,2025-02-13,Ayesha,41.0,Delhi,Phone,Electronics,1,42582.0,0,42582.0,UPI,Processing,2025-02-13,42582.0
121,2025-05-01,Diya,53.0,Pune,Printer,Office,8,17626.0,0,141008.0,UPI,Cancelled,2025-05-01,141008.0
122,2025-02-22,Kabir,54.0,Chennai,Laptop,Electronics,7,42845.0,10,269923.5,UPI,Processing,2025-02-22,269923.5
123,2025-11-05,Diya,37.0,Pune,Phone,Electronics,4,29917.0,5,113684.6,Cash,Cancelled,2025-11-05,113684.6
124,2025-06-15,Najrin,30.0,Jaipur,Laptop,Electronics,five,8798.0,15,52348.1,Cash,Delivered,2025-06-15,52348.1
125,2025-07-06,Riya,54.0,Pune,Keyboard,Accessories,7,58469.0,5,388818.85,Cash,Processing,2025-07-06,388818.85
126,2025-12-30,Diya,34.0,Delhi,Phone,Electronics,7,35837.0,0,250859.0,UPI,Cancelled,2025-12-30,250859.0
127,2025-04-25,Najrin,32.0,Delhi,Laptop,Electronics,1,46062.0,15,39152.7,Cash,Cancelled,2025-04-25,39152.7
128,2025-09-14,Aarav,24.0,Mumbai,Printer,Office,5,3709.0,5,17617.75,Cash,Processing,2025-09-14,17617.75
129,2025-05-25,Zoya,57.0,Chennai,Printer,Office,1,40352.0,5,38334.4,UPI,Cancelled,2025-05-25,38334.4
130,2025-04-17,Diya,20.0,Chennai,Phone,Electronics,5,49838.0,10,224271.0,Cash,Cancelled,2025-04-17,224271.0
131,2025-11-03,Ayesha,59.0,Delhi,Phone,Electronics,4,26359.0,10,94892.4,Cash,Processing,2025-11-03,94892.4
132,2025-10-20,Rehan,46.0,Bhopal,Printer,Office,6,56110.0,5,319827.0,Cash,Cancelled,2025-10-20,319827.0
133,2025-07-21,Aarav,19.0,Pune,Printer,Office,8,11606.0,0,92848.0,Cash,Delivered,2025-07-21,92848.0
134,2025-01-18,Zoya,55.0,Mumbai,Laptop,Electronics,4,46473.0,0,185892.0,Card,Cancelled,2025-01-18,185892.0
135,2025-11-28,Riya,52.0,Mumbai,Keyboard,Accessories,3,47210.0,0,141630.0,Card,Processing,2025-11-28,141630.0
136,2025-05-04,Riya,60.0,Jaipur,Laptop,Electronics,4,32968.0,0,131872.0,UPI,Delivered,2025-05-04,131872.0
137,2025-11-29,Riya,26.0,Chennai,Phone,Electronics,2,30883.0,0,61766.0,UPI,Delivered,2025-11-29,61766.0
138,2025-02-07,Aarav,24.0,Jaipur,Printer,Office,2,39477.0,5,75006.3,Card,Delivered,2025-02-07,75006.3
139,2025-04-13,Diya,58.0,Chennai,Keyboard,Accessories,3,35251.0,10,95177.7,Cash,Delivered,2025-04-13,95177.7
140,2025-09-14,Kabir,45.0,Mumbai,printer,Office,8,38686.0,10,278539.2,Card,Processing,2025-09-14,278539.2
141,2025-01-01,Ayesha,18.0,Bhopal,Keyboard,Accessories,2,40471.0,15,68800.7,Cash,Processing,2025-01-01,68800.7
142,2025-08-09,Diya,37.0,Mumbai,Keyboard,Accessories,3,57175.0,0,171525.0,UPI,Processing,2025-08-09,171525.0
143,2025-11-21,Najrin,29.0,Mumbai,Laptop,Electronics,6,55055.0,10,297297.0,Cash,Processing,2025-11-21,297297.0
144,2025-09-23,Diya,34.0,Pune,Keyboard,Accessories,7,16814.0,0,117698.0,Card,Processing,2025-09-23,117698.0
145,2025-04-27,Najrin,33.0,Delhi,Phone,Electronics,3,12947.0,0,38841.0,UPI,Processing,2025-04-27,38841.0
146,2025-05-16,Zoya,25.0,Bhopal,Laptop,Electronics,7,45555.0,10,286996.5,UPI,Processing,2025-05-16,286996.5
147,2025-07-29,Rehan,44.0,Chennai,Laptop,Electronics,6,22327.0,0,133962.0,Card,Cancelled,2025-07-29,133962.0
148,2025-02-23,Rehan,52.0,Chennai,Laptop,Electronics,7,8343.0,15,49640.85,Card,Delivered,2025-02-23,49640.85
149,2025-07-18,Diya,34.0,Delhi,Phone,Electronics,5,23481.0,10,105664.5,Card,Cancelled,2025-07-18,105664.5
150,2025-05-05,Diya,45.0,Jaipur,Keyboard,Accessories,4,25447.0,0,101788.0,Card,Processing,2025-05-05,101788.0
151,2025-03-02,Diya,47.0,Jaipur,Keyboard,Accessories,6,52428.0,5,298839.6,Card,Delivered,2025-03-02,298839.6
152,2025-01-09,Zoya,58.0,Bhopal,Printer,Office,5,10249.0,5,48682.75,Cash,Processing,2025-01-09,48682.75
154,2025-12-07,Najrin,29.0,Chennai,Phone,Electronics,3,5322.0,5,15167.7,UPI,Processing,2025-12-07,15167.7
155,2025-06-18,Ayesha,46.0,Bhopal,Laptop,Electronics,6,46685.0,5,266104.5,Card,Delivered,2025-06-18,266104.5
156,2025-12-17,Aarav,51.0,Pune,Keyboard,Accessories,2,24338.0,10,43808.4,Card,Processing,2025-12-17,43808.4
157,2025-03-11,Zoya,23.0,Pune,Keyboard,Accessories,5,30693.0,15,130445.25,UPI,Delivered,2025-03-11,130445.25
158,2025-09-21,Ayesha,49.0,Jaipur,Keyboard,Accessories,7,56897.0,5,378365.05,Cash,Cancelled,2025-09-21,378365.05
160,2025-09-09, Rehan ,18.0,Jaipur,Printer,Office,1,5581.0,10,5022.900000000001,Cash,Delivered,2025-09-09,5022.900000000001
161,2025-04-27,Rehan,45.0,Mumbai,Laptop,Electronics,4,51823.0,10,186562.8,Cash,Cancelled,2025-04-27,186562.8
164,2025-09-20,Ayesha,54.0,Delhi,Phone,Electronics,6,32216.0,15,164301.6,Cash,Processing,2025-09-20,164301.6
165,2025-07-18,Zoya,33.0,Jaipur,Keyboard,Accessories,3,9703.0,5,27653.55,UPI,Cancelled,2025-07-18,27653.55
166,2025-12-23,Ayesha,33.0,Delhi,Laptop,Electronics,3,51860.0,0,155580.0,Card,Processing,2025-12-23,155580.0
167,2025-02-25,Zoya,29.0,Chennai,Laptop,Electronics,8,54984.0,0,439872.0,UPI,Delivered,2025-02-25,439872.0
168,2025-10-07,Riya,33.0,Pune,Printer,Office,6,5467.0,15,27881.7,UPI,Delivered,2025-10-07,27881.7
169,2025-12-20,Zoya,42.0,Chennai,Keyboard,Accessories,8,57010.0,15,387668.0,Card,Cancelled,2025-12-20,387668.0
170,2025-06-21,Zoya,57.0,Bhopal,Keyboard,Accessories,five,36212.0,0,217272.0,UPI,Delivered,2025-06-21,217272.0
171,2025-06-01,Riya,22.0,Bhopal,Keyboard,Accessories,2,29135.0,5,55356.5,Cash,Processing,2025-06-01,55356.5
172,2025-09-17,Diya,44.0,Jaipur,Phone,Electronics,3,36174.0,0,108522.0,Card,Delivered,2025-09-17,108522.0
173,2025-05-01,Rehan,43.0,Pune,Printer,Office,5,10646.0,15,45245.5,Cash,Processing,2025-05-01,45245.5
174,2025-07-28,Aarav,43.0,Pune,Laptop,Electronics,7,5086.0,0,35602.0,UPI,Processing,2025-07-28,35602.0
175,2025-08-10,Diya,29.0,Jaipur,Laptop,Electronics,7,34181.0,5,227303.65,Cash,Delivered,2025-08-10,227303.65
176,2025-12-21,Ayesha,46.0,Chennai,Laptop,Electronics,8,2146.0,15,14592.8,Cash,Processing,2025-12-21,14592.8
177,2025-09-27,Zoya,47.0,Pune,Laptop,Electronics,4,35249.0,0,140996.0,Cash,Delivered,2025-09-27,140996.0
178,2025-11-09,Kabir,48.0,Jaipur,Phone,Electronics,5,20692.0,15,87941.0,Cash,Cancelled,2025-11-09,87941.0
179,2025-09-13,Najrin,28.0,Bhopal,Laptop,Electronics,7,21587.0,0,151109.0,Cash,Processing,2025-09-13,151109.0
180,2025-02-26,Zoya,25.0,Pune,Phone,Electronics,6,15001.0,0,90006.0,Card,Cancelled,2025-02-26,90006.0
181,2025-08-22,Diya,38.0,Mumbai,Keyboard,Accessories,3,37319.0,10,100761.3,UPI,Delivered,2025-08-22,100761.3
183,2025-09-23,Kabir,43.0,Pune,Laptop,Electronics,1,12662.0,10,11395.8,Cash,Cancelled,2025-09-23,11395.8
185,2025-02-12,Diya,39.0,Chennai,Keyboard,Accessories,8,35566.0,0,284528.0,Cash,Processing,2025-02-12,284528.0
186,2025-07-23,Diya,56.0,Chennai,Phone,Electronics,3,52724.0,5,150263.4,Card,Delivered,2025-07-23,150263.4
187,2025-10-18,Riya,56.0,Jaipur,Laptop,Electronics,8,57207.0,10,411890.4,Cash,Delivered,2025-10-18,411890.4
188,2025-10-23,Rehan,58.0,Mumbai,Keyboard,Accessories,6,49122.0,0,294732.0,UPI,Delivered,2025-10-23,294732.0
189,2025-10-20,Ayesha,50.0,Pune,Printer,Office,1,43250.0,15,36762.5,Card,Delivered,2025-10-20,36762.5
190,2025-12-09,Kabir,45.0,Chennai,Keyboard,Accessories,4,25620.0,5,97356.0,Card,Cancelled,2025-12-09,97356.0
191,2025-07-17,Zoya,21.0,Pune,Printer,Office,8,38747.0,10,278978.4,Cash,Delivered,2025-07-17,278978.4
193,2025-05-20,Riya,33.0,Jaipur,Laptop,Electronics,7,39634.0,15,235822.3,Cash,Cancelled,2025-05-20,235822.3
194,2025-07-02,Zoya,21.0,Bhopal,Laptop,Electronics,7,58234.0,0,407638.0,Cash,Cancelled,2025-07-02,407638.0
196,2025-04-08,Zoya,38.0,Bhopal,Keyboard,Accessories,7,7212.0,0,50484.0,Cash,Processing,2025-04-08,50484.0
197,2025-08-27,Najrin,38.0,Bhopal,Printer,Office,1,26649.0,10,23984.1,Cash,Delivered,2025-08-27,23984.1
198,2025-11-12,Riya,37.0,Bhopal,Printer,Office,1,50566.0,10,45509.4,Cash,Delivered,2025-11-12,45509.4
199,2025-12-22,Zoya,51.0,Delhi,Printer,Office,6,50080.0,15,255408.0,Cash,Processing,2025-12-22,255408.0
200,2025-12-27,Diya,20.0,Jaipur,Printer,Office,8,12974.0,5,98602.4,UPI,Cancelled,2025-12-27,98602.4
201,2025-03-19,Zoya,27.0,Chennai,Keyboard,Accessories,8,14842.0,10,106862.4,UPI,Delivered,2025-03-19,106862.4
202,2025-10-13,Aarav,60.0,Jaipur,Phone,Electronics,5,41873.0,15,177960.25,Cash,Delivered,2025-10-13,177960.25
203,2025-04-03, Riya ,44.0,Jaipur,Keyboard,Accessories,6,12533.0,10,67678.2,Cash,Delivered,2025-04-03,67678.2
204,2025-10-22,Riya,53.0,Jaipur,Keyboard,Accessories,5,49397.0,0,246985.0,Cash,Cancelled,2025-10-22,246985.0
205,2025-04-12,Riya,48.0,Delhi,Printer,Office,1,33875.0,5,32181.25,Card,Cancelled,2025-04-12,32181.25
206,2025-07-03,Najrin,19.0,Jaipur,Printer,Office,3,42179.0,15,107556.45,Cash,Processing,2025-07-03,107556.45
207,2025-03-06,Najrin,21.0,Delhi,Laptop,Electronics,6,11561.0,10,62429.4,Cash,Delivered,2025-03-06,62429.4
208,2025-02-12,Rehan,41.0,Chennai,Printer,Office,5,12691.0,5,60282.25,Card,Processing,2025-02-12,60282.25
209,2025-06-17,Kabir,56.0,Chennai,Keyboard,Accessories,8,6758.0,5,51360.8,Cash,Cancelled,2025-06-17,51360.8
210,2025-12-23,Najrin,49.0,Jaipur,Keyboard,Accessories,1,25701.0,10,23130.9,Card,Cancelled,2025-12-23,23130.9
211,2025-12-03,Rehan,54.0,Pune,Keyboard,Accessories,2,38743.0,15,65863.09999999999,Cash,Delivered,2025-12-03,65863.09999999999
213,2025-08-13,Diya,22.0,Delhi,Keyboard,Accessories,4,43384.0,0,173536.0,UPI,Delivered,2025-08-13,173536.0
214,2025-09-23, Ayesha ,45.0,Chennai,Keyboard,Accessories,7,17240.0,0,120680.0,Cash,Delivered,2025-09-23,120680.0
215,2025-07-05,Diya,40.0,Pune,Keyboard,Accessories,7,58322.0,10,367428.6,Cash,Cancelled,2025-07-05,367428.6
216,2025-10-04,Kabir,18.0,Jaipur,Phone,Electronics,4,7351.0,10,26463.6,Card,Processing,2025-10-04,26463.6
217,2025-08-06,Aarav,49.0,Bhopal,Printer,Office,6,35217.0,10,190171.8,Card,Cancelled,2025-08-06,190171.8
218,2025-05-09,Kabir,44.0,Chennai,Laptop,Electronics,2,44531.0,5,84608.9,UPI,Delivered,2025-05-09,84608.9
219,2025-03-19,Zoya,53.0,Delhi,Laptop,Electronics,5,31021.0,15,131839.25,UPI,Cancelled,2025-03-19,131839.25
220,2025-01-18,Riya,18.0,Mumbai,Phone,Electronics,1,38745.0,15,32933.25,Card,Processing,2025-01-18,32933.25
221,2025-09-14,Aarav,22.0,Bhopal,Phone,Electronics,2,24159.0,5,45902.1,Card,Delivered,2025-09-14,45902.1
222,2025-12-29,Zoya,44.0,Delhi,Laptop,Electronics,1,56176.0,10,50558.4,Cash,Cancelled,2025-12-29,50558.4
223,2025-12-19,Aarav,22.0,Chennai,Keyboard,Accessories,7,30924.0,5,205644.6,Cash,Processing,2025-12-19,205644.6
224,2025-09-24,Zoya,23.0,Mumbai,Keyboard,Accessories,1,2912.0,0,2912.0,Card,Delivered,2025-09-24,2912.0
225,2025-12-05,Ayesha,46.0,Chennai,Printer,Office,4,37385.0,0,149540.0,Cash,Delivered,2025-12-05,149540.0
226,2025-03-20,Najrin,44.0,Chennai,Laptop,Electronics,8,7646.0,15,51992.8,Cash,Delivered,2025-03-20,51992.8
227,2025-03-27,Rehan,29.0,Jaipur,Phone,Electronics,5,30901.0,10,139054.5,UPI,Processing,2025-03-27,139054.5
229,2025-08-01,Kabir,54.0,Jaipur,Phone,Electronics,five,28084.0,5,53359.6,Cash,Delivered,2025-08-01,53359.6
230,2025-05-08,Kabir,42.0,Jaipur,Phone,Electronics,1,33396.0,15,28386.6,UPI,Delivered,2025-05-08,28386.6
231,2025-02-22,Zoya,30.0,Mumbai,Keyboard,Accessories,2,12490.0,10,22482.0,Card,Cancelled,2025-02-22,22482.0
233,2025-04-26,Rehan,44.0,Jaipur,Keyboard,Accessories,3,55441.0,15,141374.55,Cash,Cancelled,2025-04-26,141374.55
234,2025-07-09,Aarav,18.0,Chennai,Phone,Electronics,2,3148.0,5,5981.2,Cash,Processing,2025-07-09,5981.2
235,2025-05-30,Rehan,19.0,Delhi,Keyboard,Accessories,4,29234.0,0,116936.0,UPI,Delivered,2025-05-30,116936.0
236,2025-12-26,Najrin,18.0,Delhi,Printer,Office,8,52009.0,5,395268.4,UPI,Cancelled,2025-12-26,395268.4
237,2025-04-14,Aarav,22.0,Mumbai,Printer,Office,5,18495.0,0,92475.0,UPI,Delivered,2025-04-14,92475.0
238,2025-03-13,Aarav,24.0,Pune,printer,Office,8,50529.0,15,343597.2,Cash,Processing,2025-03-13,343597.2
239,2025-10-21,Diya,23.0,Mumbai,Laptop,Electronics,five,59469.0,10,374654.7,Card,Delivered,2025-10-21,374654.7
240,2025-07-01,Rehan,45.0,Jaipur,Phone,Electronics,3,56257.0,5,160332.45,Card,Cancelled,2025-07-01,160332.45
